ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000117335	CD46	1	207925402	207968858	1	protein_coding	4179	CD46	0.000191603012709758	-0.601552178	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.326e-12	rs11118328	1
ENSG00000174059	CD34	1	208057594	208084747	-1	protein_coding	947	CD34	0.00344956865429019	0.632374797	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	8.246e-16	rs11118328:rs679515	1
ENSG00000076356	PLXNA2	1	208195587	208417665	-1	protein_coding	5362	PLXNA2	0.993981181863515	0.644433149	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000008118	CAMK1G	1	209757062	209787283	1	protein_coding	57172	CAMK1G	0.101614386605182	-0.553407712	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000196878	LAMB3	1	209788215	209825811	-1	protein_coding	3914	LAMB3	1.36402401238307e-09	0.44056422	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	6.326e-12	rs11118328	1
ENSG00000123689	G0S2	1	209848765	209849733	1	protein_coding	50486	G0S2	0.153689954137791	0.405652924	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000117594	HSD11B1	1	209859510	209908295	1	protein_coding	3290	HSD11B1	0.691555250680053	-0.271619128	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000009790	TRAF3IP3	1	209929377	209955668	1	protein_coding	80342	TRAF3IP3	1.3764917816926e-06	0.998574876	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000162757	C1orf74	1	209955661	209957904	-1	protein_coding	148304	C1orf74	0.489345231114962	-0.717378647	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000117595	IRF6	1	209959036	209979465	-1	protein_coding	3664	IRF6	0.975119180790352	1.212144787	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000117597	DIEXF	1	210001352	210030910	1	protein_coding	27042	DIEXF	0.0492348597469146	2.014490881	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.598e-13	rs679515:rs11118328	1
ENSG00000082497	SERTAD4	1	210406144	210419976	1	protein_coding	56256	SERTAD4	0.641278925379282	-0.056787211	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.326e-12	rs11118328	1
ENSG00000136717	BIN1	2	127805603	127864931	-1	protein_coding	274	BIN1	0.474193121768888	NA	29	12.28	65	3.15642e-35	2.65604e-28	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	-	No	NA	4.022e-28	rs1060743;chr2:127865132:D;rs35103166;rs11680911;rs6710467;chr2:127886546:D;rs719054;rs6733839;rs745717	2
ENSG00000186684	CYP27C1	2	127941696	127977654	-1	protein_coding	339761	CYP27C1	0.000184566831654872	1.07106835	0	0	0	NA	NA	NA	NA	Yes	IMR90	4.022e-28	rs719054;chr2:127865132:D:rs6710467:rs35103166:rs719054:chr2:127886546:D:rs11680911:rs6733839:rs6733839;rs35103166:rs745717	2
ENSG00000163161	ERCC3	2	128014866	128051752	-1	protein_coding	2071	ERCC3	2.05509479327392e-05	0.288711264	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.022e-28	rs719054;chr2:127865132:D:rs6710467:rs35103166:rs719054:chr2:127886546:D:rs11680911:rs6733839:rs6733839;rs35103166:rs745717	2
ENSG00000169967	MAP3K2	2	128056306	128146041	-1	protein_coding	10746	MAP3K2	0.999560916816359	-1.318377924	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.022e-28	rs719054;chr2:127865132:D:rs6710467:rs35103166:rs719054:chr2:127886546:D:rs11680911:rs6733839:rs6733839;rs35103166:rs745717	2
ENSG00000115718	PROC	2	128176003	128186822	1	protein_coding	5624	PROC	0.0324754428971477	0.404688534	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.022e-28	rs719054;chr2:127865132:D:rs6710467:rs35103166:rs719054:chr2:127886546:D:rs11680911:rs6733839:rs6733839;rs35103166:rs745717	2
ENSG00000072163	LIMS2	2	128395956	128439360	-1	protein_coding	55679	LIMS2	1.13990016377388e-05	-0.080128491	0	0	1	0.000178109	4.91903e-05	GTEx/v8/Thyroid	+	No	NA	4.418e-10	rs6710467	2
ENSG00000144230	GPR17	2	128403439	128410213	1	protein_coding	2840	GPR17	1.06559378636528e-05	0.90793701	0	0	1	3.2163e-06	5.8949e-80	GTEx/v8/Artery_Tibial:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Thyroid	+	No	NA	6.034e-13	rs745717	2
ENSG00000173349	SFT2D3	2	128458597	128461385	1	protein_coding	84826	SFT2D3	NA	0.037925227	0	0	0	NA	NA	NA	NA	Yes	IMR90	4.022e-28	rs719054;chr2:127865132:D:rs6710467:rs35103166:rs719054:chr2:127886546:D:rs11680911:rs6733839:rs6733839;rs35103166:rs745717	2
ENSG00000112164	GLP1R	6	39016574	39055519	1	protein_coding	2740	GLP1R	0.0640780487665267	0.773211245	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.467e-12	rs150085726:rs114812713:rs75932628;rs150085726	3
ENSG00000112167	SAYSD1	6	39071840	39082965	-1	protein_coding	55776	SAYSD1	0.000747903956143336	0.210121241	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.467e-12	rs114812713	3
ENSG00000124780	KCNK17	6	39266777	39282329	-1	protein_coding	89822	KCNK17	3.39348404854779e-06	-0.153161941	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.467e-12	rs150085726:rs75932628;rs150085726:rs114812713	3
ENSG00000095981	KCNK16	6	39282474	39290744	-1	protein_coding	83795	KCNK16	0.0113618650298823	0.347992137	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.467e-12	rs150085726:rs75932628;rs150085726:rs114812713	3
ENSG00000146122	DAAM2	6	39760142	39872648	1	protein_coding	23500	DAAM2	0.998285962155217	0.571965482	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.467e-12	rs150085726:rs75932628;rs150085726:rs114812713	3
ENSG00000124615	MOCS1	6	39867354	39902290	-1	protein_coding	4337	MOCS1	0.000969834096250532	1.778347151	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.467e-12	rs75932628;rs150085726:rs150085726:rs114812713	3
ENSG00000156564	LRFN2	6	40359325	40555204	-1	protein_coding	57497	LRFN2	0.117460637188488	-0.504984948	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.467e-12	rs150085726:rs114812713	3
ENSG00000124602	UNC5CL	6	40994772	41006928	-1	protein_coding	222643	UNC5CL	1.666644191506e-07	-0.3121337	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Lung:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.823e-11	rs150085726:rs114812713:rs75932628;rs150085726	3
ENSG00000124596	OARD1	6	41001366	41065526	-1	protein_coding	221443	OARD1	0.12375137115757	-1.470139242	2	1.827	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.948e-12	rs114812713;rs114812713:rs75932628:rs150085726:rs75932628;rs150085726	3
ENSG00000112212	TSPO2	6	41010293	41012076	1	protein_coding	222642	TSPO2	4.28516292472018e-07	0.43300286	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Lung:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.823e-11	rs150085726:rs114812713:rs75932628;rs150085726	3
ENSG00000124701	APOBEC2	6	41021043	41032250	1	protein_coding	10930	APOBEC2	0.132007272868405	-0.015967939	1	0.022	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Lung:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.467e-12	rs114812713;rs150085726:rs114812713:rs75932628;rs150085726	3
ENSG00000001167	NFYA	6	41040684	41067715	1	protein_coding	4800	NFYA	0.0220592707694253	-1.835447667	2	1.827	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.948e-12	rs114812713;rs114812713:rs75932628:rs150085726:rs75932628;rs150085726	3
ENSG00000161911	TREML1	6	41117080	41122075	-1	protein_coding	340205	TREML1	1.00255175928297e-05	0.057973132	1	26.2	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.948e-12	rs75932628;rs114812713	3
ENSG00000095970	TREM2	6	41126244	41130924	-1	protein_coding	54209	TREM2	2.35316946822257e-08	-0.038338588	1	26.2	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.948e-12	rs75932628;rs114812713	3
ENSG00000112195	TREML2	6	41158015	41168932	-1	protein_coding	79865	TREML2	1.29204332519966e-07	1.905267244	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.277e-10	rs114812713	3
ENSG00000188056	TREML4	6	41196062	41206620	1	protein_coding	285852	TREML4	2.78304131594225e-05	3.905509844	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.277e-10	rs114812713	3
ENSG00000124731	TREM1	6	41235664	41254457	-1	protein_coding	54210	TREM1	0.000343966174620477	0.9119542	0	0	0	NA	NA	NA	NA	Yes	Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.948e-12	rs114812713:rs75932628	3
ENSG00000096264	NCR2	6	41303393	41318625	1	protein_coding	9436	NCR2	0.000163783304597834	0.005934486	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.277e-10	rs114812713	3
ENSG00000096088	PGC	6	41704449	41721847	-1	protein_coding	5225	PGC	3.30129659251128e-06	0.769425749	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.277e-10	rs114812713	3
ENSG00000137218	FRS3	6	41737914	41754280	-1	protein_coding	10817	FRS3	0.808550861208179	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.277e-10	rs114812713	3
ENSG00000124593	PRICKLE4	6	41748087	41757879	1	protein_coding	29964	PRICKLE4	7.00664679526374e-06	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.277e-10	rs114812713	3
ENSG00000214736	TOMM6	6	41755400	41757636	1	protein_coding	100188893	TOMM6	NA	0.002678064	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.277e-10	rs114812713	3
ENSG00000180113	TDRD6	6	46655612	46672056	1	protein_coding	221400	TDRD6	6.46494143305785e-23	-0.368327648	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	4.209e-08	rs1385742:rs7745848	4
ENSG00000112818	MEP1A	6	46761127	46807515	1	protein_coding	4224	MEP1A	5.76708569342659e-07	0.316333198	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	2.934e-08	rs7745848:rs1385742	4
ENSG00000069122	GPR116	6	46820249	46922680	-1	protein_coding	221395	GPR116	0.990814985963621	-0.049238151	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.27e-07	rs1385742	4
ENSG00000153292	GPR110	6	46965440	47010099	-1	protein_coding	266977	GPR110	4.78541618591994e-11	0.796317098	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.934e-08	rs7745848:rs1385742	4
ENSG00000146072	TNFRSF21	6	47199268	47277641	-1	protein_coding	27242	TNFRSF21	0.656653056375282	-0.435033251	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.27e-07	rs1385742	4
ENSG00000198087	CD2AP	6	47445525	47594999	1	protein_coding	23607	CD2AP	0.813221347122531	0.233036187	93	13.99	85	4.30438e-21	3.8431e-25	GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.232e-08	rs1385742;rs7745848;rs1385742:rs7745848	4
ENSG00000164393	GPR111	6	47624172	47665533	1	protein_coding	222611	GPR111	2.1438019263369e-11	NA	0	0	84	4.15695e-15	2.79266e-41	GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	No	NA	2.934e-08	rs1385742	4
ENSG00000153294	GPR115	6	47653600	47689757	1	protein_coding	221393	GPR115	3.9103549200985e-06	-0.866417694	0	0	82	2.48675e-06	6.7289e-20	GTEx/v8/Artery_Tibial	+	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.934e-08	rs1385742;rs1385742:rs7745848	4
ENSG00000124818	OPN5	6	47749718	47800516	1	protein_coding	221391	OPN5	0.948752683071951	0.472855387	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.232e-08	rs7745848:rs1385742	4
ENSG00000244694	PTCHD4	6	47845764	48036425	-1	protein_coding	442213	PTCHD4	0.00276059838903919	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.209e-08	rs1385742:rs7745848	4
ENSG00000146085	MUT	6	49398073	49430904	-1	protein_coding	4594	MUT	5.92436972896757e-18	-0.574749977	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.232e-08	rs1385742:rs7745848	4
ENSG00000031691	CENPQ	6	49431091	49460820	1	protein_coding	55166	CENPQ	6.26744705048062e-07	0.209946844	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.232e-08	rs1385742:rs7745848	4
ENSG00000203972	GLYATL3	6	49467671	49494760	1	protein_coding	389396	GLYATL3	NA	0.39746931	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	2.934e-08	rs7745848:rs1385742	4
ENSG00000112077	RHAG	6	49572871	49604552	-1	protein_coding	6005	RHAG	0.340299251263077	-0.294310525	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.27e-07	rs1385742	4
ENSG00000124490	CRISP2	6	49660073	49681274	-1	protein_coding	7180	CRISP2	7.55320333504596e-10	0.129350267	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	1.27e-07	rs1385742	4
ENSG00000096006	CRISP3	6	49695097	49712150	-1	protein_coding	10321	CRISP3	0.000109838277984035	-0.308514203	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	1.27e-07	rs1385742	4
ENSG00000170950	PGK2	6	49753366	49755053	-1	protein_coding	5232	PGK2	9.50692786238878e-06	-0.239828257	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	1.27e-07	rs1385742	4
ENSG00000214643	DEFB133	6	49913814	49917157	-1	protein_coding	403339	DEFB133	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.209e-08	rs7745848:rs1385742	4
ENSG00000106123	EPHB6	7	142552792	142568847	1	protein_coding	2051	EPHB6	0.253348704299398	NA	0	0	0	NA	NA	NA	NA	Yes	Spleen	1.561e-08	rs11767557	5
ENSG00000236398	TAS2R39	7	142880512	142881528	1	protein_coding	259285	TAS2R39	5.30383482902454e-08	-0.111588599	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.561e-08	rs11767557	5
ENSG00000221937	TAS2R40	7	142919130	142920162	1	protein_coding	259286	TAS2R40	0.00249983201307608	-0.162099949	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.561e-08	rs11767557	5
ENSG00000268170	AC073342.1	7	142919163	142919360	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.561e-08	rs11767557	5
ENSG00000197448	GSTK1	7	142941186	142967947	1	protein_coding	373156	GSTK1	1.10372350730423e-09	-0.514994102	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.561e-08	rs11767557	5
ENSG00000188037	CLCN1	7	143013219	143049176	1	protein_coding	1180	CLCN1	6.82240250810421e-13	0.097449667	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.561e-08	rs11767557	5
ENSG00000159784	FAM131B	7	143050493	143059863	-1	protein_coding	9715	FAM131B	0.921928277751244	-1.199665436	0	0	0	NA	NA	NA	NA	Yes	Spleen:IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	1.561e-08	rs11767557	5
ENSG00000159840	ZYX	7	143078173	143088204	1	protein_coding	7791	ZYX	7.73888873879817e-06	NA	0	0	0	NA	NA	NA	NA	Yes	Spleen:IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	1.561e-08	rs11767557	5
ENSG00000146904	EPHA1	7	143087382	143105985	-1	protein_coding	2041	EPHA1	5.30365074340992e-11	0.065892851	7	4.244	7	1.35781e-09	1.31148e-15	GTEx/v8/Esophagus_Mucosa	-	No	NA	1.561e-08	rs11767557	5
ENSG00000185899	TAS2R60	7	143140546	143141502	1	protein_coding	338398	TAS2R60	6.30040071512039e-06	0.096102442	0	0	7	7.9126e-23	2.03937e-55	GTEx/v8/Whole_Blood	-	Yes	IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	1.561e-08	rs11767557	5
ENSG00000221855	TAS2R41	7	143174966	143175889	1	protein_coding	259287	TAS2R41	4.9342909864345e-09	0.115373426	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	1.561e-08	rs11767557	5
ENSG00000271079	CTAGE15	7	143268894	143271480	1	protein_coding	441294	CTAGE15	0.784298473587336	NA	0	0	7	0.000100991	1.13017e-18	GTEx/v8/Testis	-	No	NA	1.561e-08	rs11767557	5
ENSG00000213214	ARHGEF35	7	143883176	143991230	-1	protein_coding	445328	ARHGEF35	0.12761661654485	-0.24789822	0	0	2	0.000114486	7.52657e-69	GTEx/v8/Thyroid	+	No	NA	2.136e-08	rs11767557	5
ENSG00000104765	BNIP3L	8	26240414	26363152	1	protein_coding	665	BNIP3L	0.330817931436664	-0.772237349	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.577e-09	rs73223431	6
